id,product_id,question,answer,is_active
17726,,,"The eligibility criterion Class 12th.
Alternatively, you can possess a BA/BS/MBA degree in Statistics, Mathematics, Market Research, Computer Science, Business Administration, Social Sciences, or any equivalent field depending on the course you opt for.",TRUE
